Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, true
26, Private,11th,7, Never-married, Handlers-cleaners, Unmarried, White, Male,20, United-States, false
25, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, false
29, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, false
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,52, Dominican-Republic, false
41, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, true
35, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, true
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, true
21, Private,11th,7, Never-married, Priv-house-serv, Other-relative, White, Female,40, Mexico, false
29, Private,10th,6, Never-married, Other-service, Own-child, Black, Female,32, United-States, false
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,25, United-States, false
51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
39, Private,11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, false
40, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, United-States, true
61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, false
38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, false
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,35, United-States, false
21, Private, HS-grad,9, Separated, Other-service, Own-child, White, Female,35, United-States, false
40, Private, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,40, United-States, false
46, Private,10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, false
21, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,54, United-States, false
35, Self-emp-not-inc,10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, United-States, false
39, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, false
30, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, false
28, Private,9th,5, Never-married, Machine-op-inspct, Unmarried, Other, Male,40, Mexico, false
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
46, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
40, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,40, United-States, true
44, Private,10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, Columbia, false
51, ?, HS-grad,9, Married-spouse-absent, ?, Not-in-family, White, Male,20, United-States, true
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, true
51, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, Iran, true
45, Private, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Male,40, Iran, true
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,20, United-States, false
44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, false
33, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States, false
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,30, United-States, false
61, Self-emp-inc, Prof-school,15, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States, true
50, State-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, false
47, Federal-gov, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,40, United-States, false
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,60, United-States, false
39, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
58, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
66, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,18, United-States, false
26, Private,11th,7, Never-married, Farming-fishing, Not-in-family, White, Male,50, United-States, false
41, Private,5th-6th,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, Mexico, false
47, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
31, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
52, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
29, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, true
43, Private,9th,5, Separated, Handlers-cleaners, Unmarried, Black, Female,50, United-States, false
42, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
35, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,30, United-States, false
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
34, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, true
52, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
61, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
39, Local-gov, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Male,40, United-States, false
19, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,25, United-States, false
46, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
39, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, false
22, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,50, United-States, false
30, State-gov, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States, false
40, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,32, United-States, false
43, Private, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,40, United-States, false
37, Private,5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,36, Mexico, false
23, Private, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,20, United-States, false
39, Local-gov, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,59, United-States, false
54, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
46, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, false
20, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Female,40, United-States, false
50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,50, United-States, true
17, Private,10th,6, Never-married, Sales, Own-child, White, Female,15, United-States, false
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
37, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, false
53, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,38, United-States, false
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, true
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,32, United-States, false
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, true
40, ?, Bachelors,13, Divorced, ?, Not-in-family, White, Female,50, United-States, false
23, Self-emp-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States, false
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,43, United-States, false
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, true
28, Private,10th,6, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,40, Mexico, false
59, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,50, United-States, false
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
33, Private, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico, false
56, Private,12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Italy, false
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,55, El-Salvador, true
31, Local-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, false
41, Private, Assoc-voc,11, Divorced, Sales, Own-child, White, Male,50, United-States, false
38, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, true
25, State-gov, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, false
18, ?, HS-grad,9, Never-married, ?, Other-relative, Other, Female,12, United-States, false
49, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,40, United-States, false
39, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, false
22, ?, Some-college,10, Never-married, ?, Own-child, White, Female,20, United-States, false
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,25, United-States, false
35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
21, ?, HS-grad,9, Never-married, ?, Unmarried, White, Female,40, United-States, false
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
55, Private,7th-8th,4, Widowed, Other-service, Unmarried, White, Female,20, ?, false
31, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,55, United-States, false
17, Self-emp-inc,11th,7, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, false
31, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States, true
25, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, false
39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, true
50, Private,7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
38, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States, true
50, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, false
63, Private,10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, false
23, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, false
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, false
43, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,48, United-States, false
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
18, Private,11th,7, Never-married, Sales, Own-child, White, Male,35, United-States, false
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, true
35, Private, Bachelors,13, Never-married, Sales, Unmarried, White, Female,40, United-States, true
46, State-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,38, United-States, false
